Responder ID,1. Sex,2. Age,3. Household Type,4. Housing Type,5. Do you like gardening?,6. Reason for not liking gardening,7. Do you own plants?,8. If yeas what is the reason you own plants?,9. Have you heard of smart gardening,10. What do yu think it is?,11. Would you buy an SHG device?,12. Have you bough an SHG device?,13. Reason for purchasing a SHG device,14. Where would you use it?,15. What aspects do you care about,16.1 Air Care,16.2 Smartphone App,16.3 Real-time Monitoring,16.4 Environment Control,16.5 Self-watering,16.6 Light Control,17. Which design looks appealing?,18. What would make you likely buy this product?,19. How much are you willing to pay?,20. How often would you grow new plants?,21. What type of plants do you like to grow?,22. How would you purchase this product?,"23. Now, you know a bit more about smart gardening, how likely are you to buy a smart",8.1 Decoration - Home interior,"8.2 Growing herbs, veggies, fruits",8.3 Hobby,8.4 Healing - Reduce Stress,8.5 Well-being ,13.1 It is easy to use,13.2 I can grow perfect and fresh herbs and vegetables,13.3 To teach my kids about gardening/farming,13.4 To make the house look prettier,13.5 I like smart technologies,13.6 Can minimize the time,13.7 Stress relief through plants,15.1 Convenience,15.2 Quality,15.3 Brand,15.4 Price,15.5 Design,15.6 Maintenance service,15.7 Innovation,15.8 Reliability,15.9 Safety,21.1 Succulents,21.2 Flowers,21.3 Fruits,21.4 Vegetables,21.5 Herbs,21.6 Air Purifying Plants
126,1,3,5,1,2,"I don't know how to take care of plants, I don't enjoy gardening",1,Decoration - Home interior,2,A device that automatically grows plants?,2,2,"It is easy to use, Can minimize the time",Office/business,"Convenience, Price, Design, Maintenance service",4,4,3,4,5,5,4,"Aesthetic design, Customization, Comprehensive gardening guide",3,2,Herbs,2,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
127,1,3,3,4,2,"I don't have time, I don't know how to take care of plants, I don't enjoy gardening, I don't like having bugs in the house",2,"No, I don't own any plants",2,편하게 식물을 키우는 방법,2,2,"Stress relief through plants, To teach my kids about gardening/farming","House, Office/business","Convenience, Maintenance service",4,1,1,1,4,4,1,Customization,1,5,Air Purifying Plants,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
128,1,3,3,1,2,I don't like having bugs in the house,1,Decoration - Home interior,2,자동관수,2,2,It is easy to use,Office/business,"Convenience, Price",3,3,3,3,4,4,3,Aesthetic design,2,6,Air Purifying Plants,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
129,1,3,5,4,2,"I don't have the space for plants, I don't like having bugs in the house",1,Kids like it,2,모르겠다,1,2,To teach my kids about gardening/farming,House,"Convenience, Price",4,4,4,4,2,2,4,Event promotion,1,2,"Succulents, Flowers, Herbs, Air Purifying Plants",1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
130,1,3,3,1,1,"Yes, I like gardening",1,"Hobby, Healing - Reduce Stress, Well-being ",2,스마트기기를 활용한 원격으로 식물케어해주는 사업??,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants","House, Office/business","Convenience, Price, Design, Maintenance service",4,4,4,3,4,4,1,"Aesthetic design, Comprehensive gardening guide",2,3,"Flowers, Herbs, Air Purifying Plants",6,4,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
131,1,3,5,3,2,I don't have time,1,Healing - Reduce Stress,2,기기를통해 ㄱ키우는 전자 식물?,2,2,It is easy to use,Personal Business/Office space,Convenience,3,5,5,5,5,5,1,Aesthetic design,1,6,Vegetables,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,1,3,3,1,2,"I don't have time, I don't enjoy gardening, Gardening is an expensive hobby",2,"No, I don't own any plants",2,집가구,2,2,"It is easy to use, Can minimize the time, I like smart technologies","House, Office/business",Reliability,2,1,1,2,2,2,2,More technological features,1,5,"Flowers, Fruits",1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
133,1,3,5,1,2,I don't enjoy gardening,2,"No, I don't own any plants",1,IoT ,2,2,"It is easy to use, Can minimize the time",House,"Convenience, Quality, Design",3,4,4,4,5,5,1,"More plant options, More technological features",3,3,"Vegetables, Herbs",2,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
134,1,3,5,1,2,"I don't have time, I don't enjoy gardening",2,"No, I don't own any plants",2,집에 있지 않아도 가드닝이 가능함,1,2,It is easy to use,House,"Convenience, Maintenance service",5,5,4,2,5,3,1,"Customization, More technological features, Comprehensive gardening guide",3,2,"Fruits, Air Purifying Plants",1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
135,1,3,5,4,2,"I don't have the space for plants, I don't like having bugs in the house",1,Kids like it,2,모르겠다,1,2,To teach my kids about gardening/farming,House,"Convenience, Price",4,4,4,4,2,2,4,Event promotion,1,2,"Succulents, Flowers, Herbs, Air Purifying Plants",1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1
136,1,3,2,1,2,I don't have the space for plants,1,Well-being ,2,스마트기기를 활용한 가드닝,1,2,I can grow perfect and fresh herbs and vegetables,House,"Quality, Maintenance service",3,3,3,3,4,4,4,Aesthetic design,2,3,"Vegetables, Herbs",5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
137,1,3,5,1,2,"I don't have time, I don't enjoy gardening",2,"No, I don't own any plants",2,스마트한 홈 가드닝,2,2,I can grow perfect and fresh herbs and vegetables,House,"Price, Maintenance service",3,5,5,5,5,4,1,Comprehensive gardening guide,1,5,Vegetables,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
138,1,3,3,1,2,"I don't have time, I don't know how to take care of plants, I don't have the space for plants, I don't like having bugs in the house",2,"No, I don't own any plants",1,집에서 편하게 식물을 키우기,2,2,"It is easy to use, To teach my kids about gardening/farming",Office/business,"Convenience, Quality, Price, Design, Maintenance service",4,3,4,3,4,4,4,"Aesthetic design, Event promotion",2,5,"Flowers, Fruits, Vegetables",6,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0
139,1,3,5,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,1,자동화,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, Can minimize the time",House,"Convenience, Quality, Price, Design, Maintenance service, Reliability, Safety",5,4,4,4,5,5,1,"Customization, Pick-up wilted plant option",1,3,"Succulents, Flowers, Fruits, Vegetables, Herbs, Air Purifying Plants",1,4,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
140,1,4,2,1,1,"I don't have time, Yes, I like gardening",1,Well-being ,2,집에서 즐기는 식물,1,2,It is easy to use,House,Convenience,5,4,4,4,4,4,4,Aesthetic design,1,1,Succulents,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
141,1,4,2,3,1,"Yes, I like gardening",1,Healing - Reduce Stress,1,자동화정원,1,2,Stress relief through plants,"House, Personal Business/Office space",Innovation,2,3,3,2,2,2,5,Aesthetic design,5,4,"Flowers, Herbs",1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
142,1,4,3,1,1,"Yes, I like gardening",2,"No, I don't own any plants",2,실내에서 디지털을 활용하여 식물을 키움,1,2,"Stress relief through plants, To make the house look prettier",House,"Quality, Design",5,4,3,3,4,4,4,"Aesthetic design, Event promotion",5,2,"Succulents, Air Purifying Plants",5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
143,1,4,3,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,1,자동제어가 가능한 식물 제배ᆢ수경재배가 발전한 단계정도로 알고 있음ᆢ,1,2,I can grow perfect and fresh herbs and vegetables,House,"Convenience, Price, Design, Maintenance service",5,5,5,5,5,5,4,More plant options,1,2,"Vegetables, Herbs, Air Purifying Plants",1,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
144,1,4,3,1,1,"Yes, I like gardening",1,Decoration - Home interior,2,집에서 화초나 식물을 키우는것,1,2,To make the house look prettier,"House, Office/business","Convenience, Quality, Brand, Price, Design, Maintenance service, Innovation, Reliability, Safety",4,4,3,4,4,4,5,"Aesthetic design, More technological features, Comprehensive gardening guide",3,2,"Flowers, Herbs, Air Purifying Plants",6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
145,1,4,3,1,1,"Yes, I like gardening",1,Hobby,1,삶의 휴식공간,1,2,Stress relief through plants,"House, Office/business",Quality,5,5,5,5,5,5,5,Aesthetic design,2,2,Herbs,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
146,1,4,3,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,.,1,2,It is easy to use,House,Convenience,4,5,5,5,5,5,4,Aesthetic design,1,2,"Flowers, Vegetables, Herbs",1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
147,1,4,3,1,1,"Yes, I like gardening",1,"Hobby, Well-being ",1,식물을 키우는 것을 프로그램에 의해 관리하는 것,2,2,Can minimize the time,"House, Office/business","Convenience, Reliability, Safety",4,4,5,4,3,3,4,"More plant options, Pick-up wilted plant option, Comprehensive gardening guide",2,3,"Flowers, Herbs, Air Purifying Plants",6,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1
148,1,4,3,1,1,"Yes, I like gardening",1,"Decoration - Home interior, Hobby, Healing - Reduce Stress",1,Iot 식물 기르기,1,2,"I can grow perfect and fresh herbs and vegetables, Stress relief through plants, To make the house look prettier",House,"Convenience, Brand, Price, Design, Maintenance service",4,4,4,3,4,4,2,More technological features,2,3,"Flowers, Vegetables, Herbs, Air Purifying Plants",2,4,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1
149,1,4,3,1,1,"Yes, I like gardening",1,Hobby,1,집에서 간단하게 식물을 접할 수 있다,1,2,I like smart technologies,House,Convenience,4,4,4,3,5,5,1,Aesthetic design,2,3,"Vegetables, Herbs, Air Purifying Plants",2,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
150,1,4,1,2,1,"Yes, I like gardening",2,"No, I don't own any plants",2,"자동, 원격",2,2,Stress relief through plants,House,"Price, Maintenance service",2,4,4,3,4,4,3,More technological features,3,4,"Flowers, Air Purifying Plants",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
151,1,4,3,1,1,"Yes, I like gardening",1,Decoration - Home interior,1,스마트 기기를 활용해 식물재배 도움을 받는것,1,2,It is easy to use,House,"Convenience, Quality, Price, Design",2,2,2,3,1,1,3,"Aesthetic design, More technological features",1,4,"Flowers, Herbs, Air Purifying Plants",1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
152,1,4,3,1,1,"Yes, I like gardening",1,Decoration - Home interior,2,집에서 식물을 키우는 일,1,2,I can grow perfect and fresh herbs and vegetables,House,"Convenience, Price, Design",4,5,4,4,4,4,5,Aesthetic design,2,1,"Vegetables, Herbs",1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
153,1,4,5,1,2,I don't have time,2,"No, I don't own any plants",1,취미생활,2,2,"To teach my kids about gardening/farming, Can minimize the time",House,"Design, Maintenance service, Safety",4,2,2,2,2,2,2,Comprehensive gardening guide,4,2,Air Purifying Plants,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
154,1,4,3,1,1,"Yes, I like gardening",1,Hobby,1,AI와 스마트기기를 접목한 조경기술로 알고 있습니다.,2,2,"It is easy to use, To teach my kids about gardening/farming, I like smart technologies",Office/business,"Convenience, Quality",4,4,5,5,5,5,3,Aesthetic design,2,2,"Succulents, Flowers, Vegetables",3,3,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
155,1,4,3,1,1,"I don't have time, Yes, I like gardening",1,Healing - Reduce Stress,1,실내정원,1,2,"I can grow perfect and fresh herbs and vegetables, Stress relief through plants",House,Design,4,4,4,4,4,4,2,More plant options,1,1,Flowers,2,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
156,1,4,3,1,2,I don't have time,2,"No, I don't own any plants",2,ㆍ,2,2,None,Personal Business/Office space,ㆍ,1,1,1,1,1,1,3,Event promotion,1,6,Vegetables,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,1,4,3,1,1,"Yes, I like gardening",1,Hobby,1,가정원예,2,2,"Stress relief through plants, Can minimize the time",Office/business,Innovation,2,1,4,2,5,5,5,More plant options,1,3,"Succulents, Herbs",1,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
158,1,4,3,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,1,집에서 키우는 좋아하는 식물,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, To make the house look prettier","House, Office/business","Convenience, Quality, Brand, Price, Design, Maintenance service, Reliability, Safety",3,2,2,3,4,4,4,"Aesthetic design, More plant options",3,3,"Flowers, Vegetables, Air Purifying Plants",3,3,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
159,1,4,1,2,2,I don't know how to take care of plants,2,"No, I don't own any plants",2,아이티 접목시켜 화분 기르기,2,2,Can minimize the time,"House, Office/business, Personal Business/Office space","Convenience, Price",3,3,3,3,3,3,3,More technological features,2,3,"Succulents, Air Purifying Plants",1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
160,1,4,3,3,2,I don't enjoy gardening,2,"No, I don't own any plants",1,"디지털시스템에 의해 식물의 원활한 생장을 위한 수분, 빛, 통풍 등  기능조절하는 시스템",1,2,Can minimize the time,House,"Convenience, Quality, Maintenance service, Innovation",4,4,4,4,5,5,1,More technological features,5,2,Air Purifying Plants,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1
161,1,4,2,1,2,"I don't have the space for plants, I don't enjoy gardening",1,Hobby,2,스마트폰과 결합,2,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Convenience, Price, Maintenance service, Safety",1,4,3,2,2,3,3,"Customization, Event promotion",1,3,"Vegetables, Herbs, Air Purifying Plants",1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
162,1,4,3,1,2,"I don't know how to take care of plants, I don't enjoy gardening",1,Healing - Reduce Stress,1,자동,2,2,It is easy to use,Office/business,"Convenience, Maintenance service",3,3,4,3,4,3,4,Aesthetic design,2,1,"Succulents, Air Purifying Plants",1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
163,1,5,3,1,2,I don't know how to take care of plants,1,Healing - Reduce Stress,2,소규모 집안 정원,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, To make the house look prettier",House,"Convenience, Quality, Brand, Price, Design, Maintenance service, Innovation, Reliability, Safety",5,4,4,4,5,4,3,"More plant options, More technological features, Comprehensive gardening guide",2,3,"Flowers, Vegetables, Herbs, Air Purifying Plants",2,5,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
164,2,1,1,2,1,"Yes, I like gardening",1,"Decoration - Home interior, Hobby, Healing - Reduce Stress",2,자동 시스템으로 식물을 키우는거?,2,2,It is easy to use,House,"Price, Safety",5,4,3,3,4,5,3,More technological features,1,3,"Succulents, Flowers, Herbs, Air Purifying Plants",3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
165,2,1,2,3,2,"I don't have time, Gardening is an expensive hobby, I have to keep the plants for long time",1,Decoration - Home interior,2,간단하게 할 수 있는 식물 키우기,2,2,None,Office/business,"Price, Maintenance service, Safety",4,5,3,4,5,5,3,None,3,3,"Vegetables, Herbs, Air Purifying Plants",2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
166,2,1,3,1,1,"Yes, I like gardening",1,Decoration - Home interior,2,집에서 키우는 식물들을 스마트폰으로 관리할 수 있는 체계,1,2,It is easy to use,"House, Office/business",Convenience,3,4,4,4,5,5,1,More technological features,1,2,"Flowers, Herbs, Air Purifying Plants",5,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
167,2,1,1,2,2,I don't have time,2,"No, I don't own any plants",2,자동화 시스템 ,1,2,"It is easy to use, Stress relief through plants, To make the house look prettier",Office/business,"Convenience, Price",4,4,3,2,3,4,3,Customization,1,2,"Flowers, Herbs, Air Purifying Plants",2,4,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
168,2,1,3,1,2,I don't like having bugs in the house,1,Healing - Reduce Stress,2,"핸드폰 어플로 물을 줄 타이밍이나 온도, 습도 관리에 도움을 주는것",2,2,It is easy to use,House,"Convenience, Quality, Price",3,4,3,3,3,3,3,Comprehensive gardening guide,2,5,"Flowers, Fruits, Herbs, Air Purifying Plants",2,3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
169,2,1,3,1,1,"Yes, I like gardening",1,"Hobby, Healing - Reduce Stress",2,디지털 매체를 이용한 가드닝으로  집에서 가드닝할때 더 편하게 할 수 있는 방법?,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, Can minimize the time, I like smart technologies","House, Office/business, Personal Business/Office space","Quality, Price, Design, Maintenance service, Innovation, Reliability, Safety",4,5,3,4,2,2,3,"Aesthetic design, More technological features, Comprehensive gardening guide",3,3,Flowers,1,4,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0
170,2,1,1,2,1,"Yes, I like gardening",2,"No, I don't own any plants",1,키우는데 편리에있어 도움을 주는 것,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, Can minimize the time, To make the house look prettier",House,"Convenience, Quality, Brand, Price, Design, Maintenance service, Reliability, Safety",3,3,1,4,4,4,5,Comprehensive gardening guide,3,4,"Flowers, Fruits, Vegetables, Herbs, Air Purifying Plants",1,4,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
171,2,1,3,1,1,"Yes, I like gardening",1,"Decoration - Home interior, Healing - Reduce Stress",2,"주변 환경 변화(기온, 습도 등)에 따라 자동으로 화분에 물이나 영양소를 공급해주는 것",2,2,It is easy to use,House,"Convenience, Design, Innovation",4,5,1,3,4,4,3,"Aesthetic design, Customization",1,1,"Succulents, Herbs, Air Purifying Plants",2,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
172,2,1,3,4,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,스마트기기를 이용한 원예? ,2,2,It is easy to use,"Office/business, Personal Business/Office space","Quality, Maintenance service",4,5,4,3,4,4,5,Aesthetic design,1,3,"Herbs, Air Purifying Plants",6,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
173,2,1,2,1,2,"I don't know how to take care of plants, I don't like having bugs in the house",2,"No, I don't own any plants",2,전자기기를 활용한 가드닝,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, Can minimize the time, To make the house look prettier",House,"Convenience, Quality, Price, Design, Maintenance service, Reliability, Safety",4,4,4,4,5,5,3,"Aesthetic design, Pick-up wilted plant option, More technological features, Comprehensive gardening guide",2,3,"Succulents, Flowers, Fruits, Vegetables, Herbs, Air Purifying Plants",5,4,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
174,2,1,3,1,2,I don't enjoy gardening,1,Healing - Reduce Stress,2,스마트 기기를 활용한 식물 키우기,2,2,"It is easy to use, Can minimize the time",Office/business,"Convenience, Quality",4,4,4,4,4,4,4,More technological features,1,5,"Succulents, Air Purifying Plants",1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
175,2,1,3,1,1,Others,1,"Decoration - Home interior, Hobby",2,모르겠습니다,2,2,It is easy to use,House,Convenience,5,3,3,4,5,4,2,Aesthetic design,1,3,Flowers,1,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,2,1,3,1,1,"Yes, I like gardening",1,Hobby,2,집에서 가드닝할 수 있는 빠르고 쉬운 방법,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants",House,Price,2,1,1,2,4,4,3,Aesthetic design,1,3,"Succulents, Flowers, Herbs",1,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
177,2,1,2,2,2,"I don't have time, I don't know how to take care of plants, I don't enjoy gardening, I don't like having bugs in the house",2,"No, I don't own any plants",2,스마트 제품을 통해 가드닝을 더욱 쉽게 할수있는 법,1,2,It is easy to use,Personal Business/Office space,"Convenience, Price, Design",4,5,3,4,5,4,3,"Aesthetic design, More technological features",2,3,"Flowers, Vegetables, Herbs, Air Purifying Plants",2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1
178,2,1,2,3,2,I don't enjoy gardening,2,"Healing - Reduce Stress, No, I don't own any plants",2,기계를 사용한 가드닝,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Convenience, Quality, Price, Maintenance service, Reliability, Safety",4,4,4,4,4,4,4,More technological features,2,3,"Flowers, Herbs",1,4,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0
179,2,1,3,1,1,"Yes, I like gardening",1,"Hobby, Healing - Reduce Stress",2,스마트기기를 이용해 집에서 식물을 기르는 것?,1,2,"I can grow perfect and fresh herbs and vegetables, Stress relief through plants",House,"Convenience, Quality, Price",5,4,3,5,5,5,4,More technological features,1,5,"Herbs, Air Purifying Plants",2,4,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
180,2,2,4,3,1,"Yes, I like gardening",2,"No, I don't own any plants",2,전혀 모르겠어요 ,2,2,"I can grow perfect and fresh herbs and vegetables, To make the house look prettier","House, Office/business",Innovation,1,4,5,4,4,4,3,Comprehensive gardening guide,3,3,"Flowers, Fruits, Vegetables, Herbs, Air Purifying Plants",1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
181,2,2,2,1,2,"I don't know how to take care of plants, I don't have the space for plants",2,"No, I don't own any plants",1,쉽고 간편하게 식물을 키울수있는 새로운 방법,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Convenience, Innovation",4,4,4,4,4,4,4,"Aesthetic design, More plant options, More technological features",1,2,"Vegetables, Herbs, Air Purifying Plants",2,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
182,2,2,5,1,2,"I don't know how to take care of plants, I don't like having bugs in the house",2,"No, I don't own any plants",1,식물을잘키우는방법,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables",House,"Convenience, Price, Design, Maintenance service",4,3,2,2,3,3,3,More plant options,3,3,"Flowers, Herbs, Air Purifying Plants",2,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
183,2,2,3,1,1,"Yes, I like gardening",1,"Hobby, Healing - Reduce Stress",2,제때 제때 가이드 제공,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, To teach my kids about gardening/farming",House,"Price, Design",4,4,4,4,4,4,4,Aesthetic design,2,3,"Flowers, Vegetables, Herbs, Air Purifying Plants",6,4,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
184,2,2,3,1,2,"I don't have time, I don't know how to take care of plants, Gardening is an expensive hobby",1,"Growing herbs, veggies, fruits, Hobby, Healing - Reduce Stress, Well-being ",2,스마트폰으로 식물 관리를 하는 것,1,2,"It is easy to use, I can grow perfect and fresh herbs and vegetables, Stress relief through plants, Can minimize the time","House, Office/business, Personal Business/Office space","Convenience, Quality, Price, Maintenance service, Innovation, Reliability, Safety",4,4,3,3,3,3,3,"Aesthetic design, More plant options, Pick-up wilted plant option, Comprehensive gardening guide, Event promotion",1,2,"Succulents, Flowers, Fruits, Vegetables, Herbs, Air Purifying Plants",1,4,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
185,2,2,3,1,1,"Yes, I like gardening",1,Healing - Reduce Stress,2,ai 활용,1,2,Can minimize the time,House,Convenience,1,1,1,1,1,1,4,"Aesthetic design, More technological features",2,2,"Succulents, Herbs, Air Purifying Plants",2,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
186,2,2,5,1,1,"Yes, I like gardening",1,Hobby,2,IT 시스템으로 식물을 키우는 것,1,2,I can grow perfect and fresh herbs and vegetables,House,"Convenience, Quality",4,4,4,4,4,2,3,More technological features,3,2,"Flowers, Air Purifying Plants",1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
